Order;id;token;abs_frecuency;rel_frecuency;length;number_syllables;token_possition;number_token_sentences;number_synonyms;number_hyponyms;number_hypernyms;Part_of_speech;freq_relative_word_before;freq_relative_word_after;len_word_before;len_word_after;mtld_diversity;propn;aux;verb;adp;noun;nn;sym;num;complexity
13;3HXCEECSQMT70MEB5X2ITZH9OGXZY2;mice;0.7174657534246576;0.7174658271808098;0.2;0.0;0.6902721772412201;0.056179775280898875;0.07407407407407407;0.0;0.25;0.125;0.6244307164311634;0.3388233766528065;0.1;0.1111111111111111;0.12641975308641976;0.009009009009009009;0.07142857142857142;0.034482758620689655;0.07407407407407407;0.09090909090909091;0.0;0.0;0.2;0.125
14;35ZRNT9RUIYULF3GE3YBN7ESVB03OZ;mice;0.7174657534246576;0.7174658271808098;0.2;0.0;0.308933002710598;0.09363295880149813;0.07407407407407407;0.0;0.25;0.125;0.003181739270749725;0.0006862555234640019;0.15000000000000002;0.16666666666666666;0.08345679012345679;0.02702702702702703;0.0;0.10344827586206896;0.1111111111111111;0.16363636363636364;0.0;0.0;0.2;0.15625
15;3SBX2M1TKDNIONZ0TUVYMH1YOC8Q49;mice;0.7174657534246576;0.7174658271808098;0.2;0.0;0.9694104554312812;0.10486891385767791;0.07407407407407407;0.0;0.25;0.125;0.002932181388806153;0.0;0.5;0.0;0.13843621398589065;0.018018018018018018;0.07142857142857142;0.034482758620689655;0.12962962962962962;0.18181818181818182;0.0;0.0;0.1;0.203125
16;31GN6YMHLPS6A5XXV4QMC9ZQQTRWSP;mice;0.7174657534246576;0.7174658271808098;0.2;0.0;0.13387096737271073;0.05243445692883895;0.07407407407407407;0.0;0.25;0.125;0.002932181388806153;0.016906849740029765;0.5;0.1111111111111111;0.1111111111111111;0.009009009009009009;0.0;0.034482758620689655;0.05555555555555555;0.10909090909090909;0.0;0.0;0.05;0.216666667
17;37SOB9Z0SSXMFU0J1BIJVQAY06Q3LD;mice;0.7174657534246576;0.7174658271808098;0.2;0.0;0.0;0.0449438202247191;0.07407407407407407;0.0;0.25;0.125;0.0;0.06375943412014437;0.0;0.2222222222222222;0.0;0.0;0.0;0.13793103448275862;0.018518518518518517;0.07272727272727272;0.0;0.0;0.0;0.196428571
18;3HEM8MA6H9C4DGLJRENMPFCTF89QP5;mice;0.7174657534246576;0.7174658271808098;0.2;0.0;0.0;0.13857677902621723;0.07407407407407407;0.0;0.25;0.125;0.0;0.0016844440734170585;0.0;0.5555555555555556;0.23769547319223983;0.009009009009009009;0.0;0.10344827586206896;0.1111111111111111;0.32727272727272727;0.0;0.0;0.1;0.367647059
19;3RZS0FBRWKA0JFB0MWMR5ANCBT3PCU;mr;0.6438356164383562;0.6438357202478451;0.06666666666666667;0.0;0.0;0.0599250936329588;0.1111111111111111;0.0;0.25;0.125;0.0;0.624;0.0;0.2222222222222222;0.03567901234567901;0.02702702702702703;0.0;0.13793103448275862;0.018518518518518517;0.05454545454545454;0.0;0.0;0.0;0.602941176
20;3G3AJKPCXLSRXPQMK4CSZ340NPSY4V;mr;0.6438356164383562;0.6438357202478451;0.06666666666666667;0.0;0.40161290312216447;0.07116104868913858;0.1111111111111111;0.0;0.25;0.125;0.0006238686576945472;0.00012477386177473136;0.6000000000000001;0.2777777777777778;0.0;0.036036036036036036;0.14285714285714285;0.10344827586206896;0.018518518518518517;0.01818181818181818;0.0;0.0;0.0;0.075
21;3511RHPADVEEYWLLC1JFDODE6O8LR9;mr;0.6438356164383562;0.6438357202478451;0.06666666666666667;0.0;0.0;0.11235955056179776;0.1111111111111111;0.0;0.25;0.125;0.0;0.01840414493736243;0.0;0.5;0.06779541446208112;0.02702702702702703;0.14285714285714285;0.13793103448275862;0.09259259259259259;0.12727272727272726;0.0;0.0;0.05;0.15
22;3PMR2DOWOO1TV1G2927VO667SHN54F;mr;0.6438356164383562;0.6438357202478451;0.06666666666666667;0.0;0.1757056451159469;0.14606741573033707;0.1111111111111111;0.0;0.25;0.125;0.07686068895531205;0.624;0.1;0.2777777777777778;0.09876543209876543;0.10810810810810811;0.07142857142857142;0.034482758620689655;0.12962962962962962;0.19999999999999998;0.0;0.0;0.1;0.160714286
23;39XCQ6V3KY47AOKGSQ0AL4QLO8T560;mr;0.6438356164383562;0.6438357202478451;0.06666666666666667;0.0;0.0;0.0299625468164794;0.1111111111111111;0.0;0.25;0.125;0.0;0.00012477386177473136;0.0;0.3333333333333333;0.0;0.02702702702702703;0.07142857142857142;0.0;0.037037037037037035;0.01818181818181818;0.0;0.0;0.0;0.178571429
24;3W1K7D6QSBHBNEL0V5OYLOJ839TBZH;mr;0.6438356164383562;0.6438357202478451;0.06666666666666667;0.0;0.33467741893379294;0.10861423220973783;0.1111111111111111;0.0;0.25;0.125;0.1456734683192898;0.00012477386177473136;0.15000000000000002;0.2222222222222222;0.14814814814814814;0.02702702702702703;0.14285714285714285;0.10344827586206896;0.07407407407407407;0.09090909090909091;0.0;0.0;0.0;0.183333333
25;3OEWW2KGQJBS375D7S4N0G04MQ1ODY;mr;0.6438356164383562;0.6438357202478451;0.06666666666666667;0.0;0.0;0.0299625468164794;0.1111111111111111;0.0;0.25;0.125;0.0;0.01840414493736243;0.0;0.5;0.0;0.018018018018018018;0.0;0.10344827586206896;0.018518518518518517;0.0;0.0;0.0;0.0;0.25
26;3RSBJ6YZECQP1RJ9YYZDOG3PY3HOF9;mr;0.6438356164383562;0.6438357202478451;0.06666666666666667;0.0;0.6275201611283819;0.056179775280898875;0.1111111111111111;0.0;0.25;0.125;0.0129140929355011;0.00012477386177473136;0.1;0.2222222222222222;0.0;0.02702702702702703;0.07142857142857142;0.10344827586206896;0.018518518518518517;0.03636363636363636;0.0;0.0;0.0;0.276315789
27;3E22YV8GG16JAJ8RBMV5LLHOAYFNPA;cells;0.6335616438356164;0.6335616853349286;0.26666666666666666;0.0;0.8563804547144824;0.12359550561797754;0.1111111111111111;0.014962593516209476;0.25;0.125;0.00012477386177473136;0.6244307164311634;0.30000000000000004;0.1111111111111111;0.0775543797707231;0.009009009009009009;0.07142857142857142;0.06896551724137931;0.09259259259259259;0.19999999999999998;0.0;0.0;0.05;0.125
28;37YYO3NWHDQHPQ2WHR0LLAO5CAUCC9;cells;0.6335616438356164;0.6335616853349286;0.26666666666666666;0.0;0.6845674486862406;0.07865168539325844;0.1111111111111111;0.014962593516209476;0.25;0.125;0.0009358042889000399;0.016282981082335217;0.35000000000000003;0.16666666666666666;0.0;0.0;0.2857142857142857;0.10344827586206896;0.037037037037037035;0.14545454545454545;0.0;0.0;0.05;0.196428571
29;3VGZ74AYTGGU62I1JDW4B19KA2GGCH;cells;0.6335616438356164;0.6335616853349286;0.26666666666666666;0.0;0.14343317982992046;0.0749063670411985;0.1111111111111111;0.014962593516209476;0.25;0.125;0.00018716059730836416;0.5076423943126538;0.15000000000000002;0.16666666666666666;0.21777777777777776;0.009009009009009009;0.07142857142857142;0.06896551724137931;0.037037037037037035;0.12727272727272726;0.0;0.0;0.1;0.205882353
30;3IVEC1GSLPZKA1Y4BMSNRII9YX61JG;cells;0.6335616438356164;0.6335616853349286;0.26666666666666666;0.0;0.8924731181608133;0.0299625468164794;0.1111111111111111;0.014962593516209476;0.25;0.125;0.0009981911546694947;0.0;0.4;0.0;0.0;0.009009009009009009;0.0;0.034482758620689655;0.037037037037037035;0.03636363636363636;0.0;0.0;0.0;0.236111111
31;37ZQELHEQ0YDPGBEJ63D4HNT5T4NME;cells;0.6335616438356164;0.6335616853349286;0.26666666666666666;0.0;0.3238813733236758;0.11235955056179776;0.1111111111111111;0.014962593516209476;0.25;0.125;0.0038056079284442715;0.06375943412014437;0.1;0.2222222222222222;0.15818930040564375;0.0;0.14285714285714285;0.1724137931034483;0.05555555555555555;0.12727272727272726;0.0;0.14285714285714285;0.15000000000000002;0.265625
32;3UEDKCTP9VQTW7JOIN98T79ZG93K7U;cells;0.6335616438356164;0.6335616853349286;0.26666666666666666;0.0;0.0;0.11610486891385768;0.1111111111111111;0.014962593516209476;0.25;0.125;0.0;0.0013101202740838918;0.0;0.38888888888888884;0.16855967077601408;0.009009009009009009;0.07142857142857142;0.20689655172413793;0.09259259259259259;0.23636363636363636;0.0;0.0;0.05;0.27173913
33;3TRB893CSJAOULN5SWOTVFH69RPG7O;cells;0.6335616438356164;0.6335616853349286;0.26666666666666666;0.0;0.0;0.0599250936329588;0.1111111111111111;0.014962593516209476;0.25;0.125;0.0;0.10038056209520264;0.0;0.2222222222222222;0.0;0.009009009009009009;0.07142857142857142;0.034482758620689655;0.037037037037037035;0.09090909090909091;0.0;0.0;0.05;0.357142857
34;31SIZS5W59FPPT1Y46RBUAC8GUVQR3;parliament;0.5565068493150686;0.5565067809452577;0.6;0.4000000000000001;0.6693548388716181;0.10861423220973783;0.1111111111111111;0.0;0.25;0.125;0.036496349034086495;0.07386611158422891;0.4;0.05555555555555555;0.1111111111111111;0.0990990990990991;0.07142857142857142;0.06896551724137931;0.1111111111111111;0.03636363636363636;0.0;0.0;0.05;0.15
35;3RQVKZ7ZRKJYFRFYTH34TBN5ZA527G;parliament;0.5565068493150686;0.5565067809452577;0.6;0.4000000000000001;0.4801893411260802;0.08239700374531836;0.1111111111111111;0.0;0.25;0.125;0.21866616638746278;0.007049717134306604;0.05;0.5;0.052246913580246905;0.02702702702702703;0.07142857142857142;0.10344827586206896;0.05555555555555555;0.05454545454545454;0.0;0.0;0.0;0.267857143
36;33J5JKFMK6YX6RGWTGQFCC9SADE3Q5;parliament;0.5565068493150686;0.5565067809452577;0.6;0.4000000000000001;0.27382697967530273;0.03745318352059925;0.1111111111111111;0.0;0.25;0.125;0.0005614817919250925;0.012976475894195897;0.35000000000000003;0.3333333333333333;0.0;0.009009009009009009;0.07142857142857142;0.034482758620689655;0.037037037037037035;0.05454545454545454;0.0;0.0;0.0;0.302631579
37;3INZSNUD80QPWK1753L53Q5FRRG9D6;parliament;0.5565068493150686;0.5565067809452577;0.6;0.4000000000000001;0.09127565989176757;0.03745318352059925;0.1111111111111111;0.0;0.25;0.125;0.013849902433834016;0.004990949261556378;0.1;0.2222222222222222;0.0;0.009009009009009009;0.07142857142857142;0.06896551724137931;0.018518518518518517;0.03636363636363636;0.0;0.0;0.0;0.305555556
38;3MG8450X2OAW59S08N7RZG9IIVUUPX;parliament;0.5565068493150686;0.5565067809452577;0.6;0.4000000000000001;0.42275042476187086;0.06741573033707866;0.1111111111111111;0.0;0.25;0.125;0.1547195703676518;0.012976475894195897;0.2;0.3333333333333333;0.1782716049382716;0.018018018018018018;0.14285714285714285;0.10344827586206896;0.037037037037037035;0.05454545454545454;0.0;0.0;0.0;0.3125
39;38VTL6WC4AD9T8UMY9V24VAENLNY50;parliament;0.5565068493150686;0.5565067809452577;0.6;0.4000000000000001;0.9203629033229709;0.04119850187265917;0.1111111111111111;0.0;0.25;0.125;0.005801979818917508;0.0;0.30000000000000004;0.0;0.0;0.009009009009009009;0.07142857142857142;0.034482758620689655;0.018518518518518517;0.03636363636363636;0.0;0.0;0.0;0.325
40;3CESM1J3EI31N7Z0ORNJB43Y86FW6S;parliament;0.5565068493150686;0.5565067809452577;0.6;0.4000000000000001;0.6024193546832466;0.033707865168539325;0.1111111111111111;0.0;0.25;0.125;0.036496349034086495;0.5076423943126538;0.4;0.16666666666666666;0.04938271604938271;0.02702702702702703;0.0;0.0;0.018518518518518517;0.01818181818181818;0.0;0.0;0.0;0.347826087
41;3IJ95K7NDXCDX6FS835IRC3W98CNGS;parliament;0.5565068493150686;0.5565067809452577;0.6;0.4000000000000001;0.8433870965565452;0.08988764044943821;0.1111111111111111;0.0;0.25;0.125;0.0093580428890004;0.04785076381356013;0.15000000000000002;0.2222222222222222;0.1028806584303351;0.02702702702702703;0.2857142857142857;0.1724137931034483;0.018518518518518517;0.01818181818181818;0.0;0.0;0.0;0.3375
42;3X55NP42EOGC6FFHT3BQC7JI5KU3PM;report;0.5308219178082192;0.530822051120169;0.33333333333333337;0.2;0.7606304987633857;0.1198501872659176;0.037037037037037035;0.0;0.25;0.125;0.21866616638746278;0.039740471263531016;0.05;0.16666666666666666;0.10755555555555556;0.04504504504504504;0.21428571428571427;0.06896551724137931;0.09259259259259259;0.12727272727272726;0.0;0.0;0.0;0.1
43;31ODACBENUF1Q81BJVRGKKH42WEQSR;report;0.5308219178082192;0.530822051120169;0.33333333333333337;0.2;0.09127565989176757;0.03745318352059925;0.037037037037037035;0.0;0.25;0.125;0.0014348992150556778;0.1398714885003723;0.30000000000000004;0.1111111111111111;0.05975308641975309;0.018018018018018018;0.0;0.0;0.037037037037037035;0.05454545454545454;0.0;0.0;0.05;0.125
44;37MQ8Z1JQEWHUBBZGQT46O7238UY2R;report;0.5308219178082192;0.530822051120169;0.33333333333333337;0.2;0.5812818330435402;0.06741573033707866;0.037037037037037035;0.0;0.25;0.125;1.0;0.07686068895531205;0.15000000000000002;0.1111111111111111;0.0891358024691358;0.06306306306306306;0.0;0.034482758620689655;0.05555555555555555;0.05454545454545454;0.0;0.0;0.0;0.203125
45;33N1S8XHHMLAAG38T8V9FC6ZHWL1Z5;report;0.5308219178082192;0.530822051120169;0.33333333333333337;0.2;0.06275201611283819;0.056179775280898875;0.037037037037037035;0.0;0.25;0.125;0.07205690159342225;0.12751886824028874;0.2;0.1111111111111111;0.12641975308641976;0.0;0.07142857142857142;0.06896551724137931;0.018518518518518517;0.07272727272727272;0.0;0.0;0.0;0.220588235
46;3PKVGQTFIHKYYVSKVG857WFAF0ARYZ;report;0.5308219178082192;0.530822051120169;0.33333333333333337;0.2;0.05577957032431495;0.06367041198501873;0.037037037037037035;0.0;0.25;0.125;0.03668351093375308;0.00605153770086108;0.2;0.16666666666666666;0.0;0.036036036036036036;0.0;0.06896551724137931;0.037037037037037035;0.05454545454545454;0.0;0.0;0.0;0.25
47;3VGET1QSZ0ZKR7D571SBHI3U3GGW76;report;0.5308219178082192;0.530822051120169;0.33333333333333337;0.2;0.15060483867081165;0.07116104868913858;0.037037037037037035;0.0;0.25;0.125;1.0;0.07686068895531205;0.15000000000000002;0.1111111111111111;0.19753086419753085;0.009009009009009009;0.21428571428571427;0.10344827586206896;0.05555555555555555;0.05454545454545454;0.0;0.0;0.0;0.25
48;31YWE12TE0CZG7IVH6OXJ1H1CJ37XT;report;0.5308219178082192;0.530822051120169;0.33333333333333337;0.2;0.14343317982992046;0.022471910112359553;0.037037037037037035;0.0;0.25;0.125;0.0014348992150556778;0.1398714885003723;0.30000000000000004;0.1111111111111111;0.0;0.036036036036036036;0.0;0.0;0.018518518518518517;0.01818181818181818;0.0;0.0;0.05;0.236111111
49;3OQQD2WO8I6KPTSDG8L63AI6J4DI3Z;report;0.5308219178082192;0.530822051120169;0.33333333333333337;0.2;0.0;0.0149812734082397;0.037037037037037035;0.0;0.25;0.125;0.0;0.00043670806038618304;0.0;0.2222222222222222;0.0;0.04504504504504504;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.1;0.368421053
50;3URJ6VVYUPNF3BMKEH3UXC6Y9D84O1;report;0.5308219178082192;0.530822051120169;0.33333333333333337;0.2;0.24235261360681226;0.10486891385767791;0.037037037037037035;0.0;0.25;0.125;0.0027450194891395696;0.1456734683192898;0.4;0.16666666666666666;0.13843621398589065;0.07207207207207207;0.07142857142857142;0.034482758620689655;0.09259259259259259;0.10909090909090909;0.0;0.0;0.1;0.397058824
51;3M0556243SK7J6JXXJZ09R3K8TCNFT;may;0.529109589041096;0.5291094736632146;0.13333333333333336;0.0;0.23009072608175077;0.17602996254681647;0.18518518518518517;0.0;0.25;0.5;0.1398714885003723;0.5076423943126538;0.1;0.16666666666666666;0.05219745541446208;0.0990990990990991;0.0;0.20689655172413793;0.18518518518518517;0.09090909090909091;0.0;0.0;0.2;0.235294118
52;3ZURAPD288N45ZC8SW12CKQH5SA1F2;committee;0.511986301369863;0.511986201294088;0.5333333333333333;0.4000000000000001;0.8214809380218759;0.03745318352059925;0.07407407407407407;0.004987531172069825;0.25;0.125;1.0;0.002620253571749975;0.15000000000000002;0.611111111111111;0.029876543209876545;0.009009009009009009;0.0;0.06896551724137931;0.018518518518518517;0.03636363636363636;0.0;0.0;0.0;0.176470588
53;371Q3BEXDH9A40226RATBDT87XESZY;committee;0.511986301369863;0.511986201294088;0.5333333333333333;0.4000000000000001;0.8845046081144826;0.15355805243445692;0.07407407407407407;0.004987531172069825;0.25;0.125;0.004304697645167033;0.1456734683192898;0.35000000000000003;0.16666666666666666;0.21777777777777776;0.02702702702702703;0.0;0.3448275862068966;0.07407407407407407;0.10909090909090909;0.0;0.0;0.0;0.291666667
54;3FI30CQHVKJ9Z41PT0RNOQQDY4FB67;committee;0.511986301369863;0.511986201294088;0.5333333333333333;0.4000000000000001;0.45637829945883784;0.03745318352059925;0.07407407407407407;0.004987531172069825;0.25;0.125;1.0;0.03693305579211446;0.15000000000000002;0.05555555555555555;0.05975308641975309;0.0;0.07142857142857142;0.034482758620689655;0.037037037037037035;0.07272727272727272;0.0;0.0;0.0;0.315789474
55;3M93N4X8HKNK4LXYO577NJ5IOZ3SJF;committee;0.511986301369863;0.511986201294088;0.5333333333333333;0.4000000000000001;0.9425608948777263;0.1797752808988764;0.07407407407407407;0.004987531172069825;0.25;0.125;1.0;0.03693305579211446;0.15000000000000002;0.05555555555555555;0.1693827160493827;0.04504504504504504;0.0;0.24137931034482757;0.16666666666666666;0.16363636363636364;0.0;0.0;0.25;0.323529412
56;3DA79LNS59VAY78OAKKAHHKFULU3T2;committee;0.511986301369863;0.511986201294088;0.5333333333333333;0.4000000000000001;0.6564826302580045;0.09363295880149813;0.07407407407407407;0.004987531172069825;0.25;0.125;0.3300268194628059;0.012290224277806553;0.1;0.38888888888888884;0.11127572015873015;0.02702702702702703;0.14285714285714285;0.10344827586206896;0.037037037037037035;0.09090909090909091;0.0;0.0;0.0;0.390625
57;37J05LC5AXJE2WEGRFCISKJINVBJDS;committee;0.511986301369863;0.511986201294088;0.5333333333333333;0.4000000000000001;0.45637829945883784;0.16104868913857678;0.07407407407407407;0.004987531172069825;0.25;0.125;0.004055152786805652;0.6244307164311634;0.65;0.1111111111111111;0.07760141093474426;0.036036036036036036;0.07142857142857142;0.06896551724137931;0.24074074074074073;0.18181818181818182;0.0;0.0;0.0;0.194444444
58;3P4C70TRMRHN96C7WQP3EKZ74DCGLJ;committee;0.511986301369863;0.511986201294088;0.5333333333333333;0.4000000000000001;0.22671696182858916;0.11235955056179776;0.07407407407407407;0.004987531172069825;0.25;0.125;1.0;0.1398714885003723;0.15000000000000002;0.1111111111111111;0.06779541446208112;0.08108108108108109;0.0;0.034482758620689655;0.12962962962962962;0.10909090909090909;0.0;0.0;0.05;0.2
59;382GHPVPHSRQHMTYVJJ2998NELW43O;committee;0.511986301369863;0.511986201294088;0.5333333333333333;0.4000000000000001;0.7251344081919008;0.13108614232209737;0.07407407407407407;0.004987531172069825;0.25;0.125;0.0011853517519778587;0.012976475894195897;0.65;0.3333333333333333;0.12799999999999997;0.08108108108108109;0.21428571428571427;0.06896551724137931;0.1111111111111111;0.09090909090909091;0.0;0.0;0.0;0.21875
60;31S7M7DAGGQREBYDGQOAD3EWU63TLM;committee;0.511986301369863;0.511986201294088;0.5333333333333333;0.4000000000000001;0.4500834258435269;0.10486891385767791;0.07407407407407407;0.004987531172069825;0.25;0.125;1.0;0.1398714885003723;0.15000000000000002;0.1111111111111111;0.05932980599647266;0.09009009009009009;0.07142857142857142;0.0;0.1111111111111111;0.07272727272727272;0.0;0.0;0.1;0.265625
61;31S7M7DAGGQREBYDGQOAD3EWU7MTL7;committee;0.511986301369863;0.511986201294088;0.5333333333333333;0.4000000000000001;0.5259216590416976;0.0749063670411985;0.07407407407407407;0.004987531172069825;0.25;0.125;0.0029945773710831416;0.05221785744100415;0.4;0.2777777777777778;0.07259259259259258;0.05405405405405406;0.14285714285714285;0.06896551724137931;0.037037037037037035;0.03636363636363636;0.0;0.0;0.0;0.294117647
62;3I4E7AFQ2KZLJLADD5CXXO14QIHJTV;president;0.5034246575342466;0.503424743838126;0.5333333333333333;0.4000000000000001;0.1181214422719364;0.0599250936329588;0.1111111111111111;0.0;0.25;0.125;0.023519873139890592;0.010730546121779089;0.1;0.2777777777777778;0.14271604938271604;0.04504504504504504;0.07142857142857142;0.06896551724137931;0.037037037037037035;0.01818181818181818;0.0;0.0;0.0;0.142857143
63;33QQ60S6ASITHSOGR2S1KF8AAP20UK;president;0.5034246575342466;0.503424743838126;0.5333333333333333;0.4000000000000001;0.04365357655728295;0.08239700374531836;0.1111111111111111;0.0;0.25;0.125;0.023519873139890592;0.07386611158422891;0.1;0.05555555555555555;0.13061728395061728;0.036036036036036036;0.07142857142857142;0.13793103448275862;0.05555555555555555;0.03636363636363636;0.0;0.0;0.0;0.2
64;378G7J1SJLY50MSFU96HNSVBP3KEWA;president;0.5034246575342466;0.503424743838126;0.5333333333333333;0.4000000000000001;0.05284380309523386;0.13857677902621723;0.1111111111111111;0.0;0.25;0.125;0.023519873139890592;0.019339941412113155;0.1;0.16666666666666666;0.23769547319223983;0.02702702702702703;0.14285714285714285;0.13793103448275862;0.018518518518518517;0.07272727272727272;0.0;0.0;0.05;0.220588235
65;3VZYA8PITOYCWDY1Q1KTC3GUB5750Z;president;0.5034246575342466;0.503424743838126;0.5333333333333333;0.4000000000000001;0.25100806445135276;0.026217228464419477;0.1111111111111111;0.0;0.25;0.125;0.023519873139890592;0.07386611158422891;0.1;0.05555555555555555;0.0;0.02702702702702703;0.07142857142857142;0.034482758620689655;0.0;0.0;0.0;0.0;0.0;0.238636364
66;3OB6JN3A9QPY4E36CDKUD1S36QWMR4;president;0.5034246575342466;0.503424743838126;0.5333333333333333;0.4000000000000001;0.060850440262522475;0.1198501872659176;0.1111111111111111;0.0;0.25;0.125;0.023519873139890592;0.07386611158422891;0.1;0.05555555555555555;0.10755555555555556;0.07207207207207207;0.07142857142857142;0.06896551724137931;0.07407407407407407;0.09090909090909091;0.0;0.0;0.0;0.25
67;3TKXBROM5TAVA7U2JTDTJHZVF0JIJT;commission;0.4965753424657534;0.4965755063819157;0.6;0.4000000000000001;0.22311827928919528;0.09737827715355805;0.037037037037037035;0.0;0.25;0.125;1.0;0.04785076381356013;0.15000000000000002;0.2222222222222222;0.12000000000000001;0.04504504504504504;0.21428571428571427;0.13793103448275862;0.05555555555555555;0.01818181818181818;0.0;0.0;0.0;0.25
