poco;Dificil;Video-03-Ingenieria en sistemas.txt;5783;4;9;1
quiere describir la verdad deje la elegancia para los sastres;Dificil;Video-03-Ingenieria en sistemas.txt;6640;64;10;1
técnicas de comunicación;Dificil;Video-03-Ingenieria en sistemas.txt;3676;24;6;1
discriminación;Dificil;Video-03-Ingenieria en sistemas.txt;7027;14;10;2
precisión;Dificil;Video-03-Ingenieria en sistemas.txt;4865;9;8;2
si quiere describir la verdad deje la elegancia para los sastres;Dificil;Video-03-Ingenieria en sistemas.txt;6636;65;10;3
valor;Dificil;Video-03-Ingenieria en sistemas.txt;877;5;2;1
dar;Dificil;Video-03-Ingenieria en sistemas.txt;2565;3;5;1
superior;Dificil;Video-03-Ingenieria en sistemas.txt;397;8;1;1
acabó;Dificil;Video-03-Ingenieria en sistemas.txt;672;5;2;1
todos;Dificil;Video-03-Ingenieria en sistemas.txt;1095;5;2;1
cuestionarios;Dificil;Video-03-Ingenieria en sistemas.txt;1008;13;2;1
aplicación;Dificil;Video-03-Ingenieria en sistemas.txt;787;10;2;1
resultados;Dificil;Video-03-Ingenieria en sistemas.txt;189;10;1;1
obtuvo;Dificil;Video-03-Ingenieria en sistemas.txt;364;6;1;1
definitivamente;Dificil;Video-03-Ingenieria en sistemas.txt;2410;15;5;1
positiva;Dificil;Video-03-Ingenieria en sistemas.txt;1727;8;3;1
problemas;Dificil;Video-03-Ingenieria en sistemas.txt;1595;9;3;1
suficientes;Dificil;Video-03-Ingenieria en sistemas.txt;2737;11;5;1
elementos;Dificil;Video-03-Ingenieria en sistemas.txt;2775;9;5;1
darse;Dificil;Video-03-Ingenieria en sistemas.txt;4206;5;7;1
personalmente;Dificil;Video-03-Ingenieria en sistemas.txt;4970;13;8;1
información;Dificil;Video-03-Ingenieria en sistemas.txt;6125;11;9;1
indico;Dificil;Video-03-Ingenieria en sistemas.txt;6249;6;9;1
hipótesis;Dificil;Video-03-Ingenieria en sistemas.txt;2215;9;4;2
deducir;Dificil;Video-03-Ingenieria en sistemas.txt;5336;7;8;2
sales;Dificil;Video-03-Ingenieria en sistemas.txt;4506;5;8;2
percibir;Dificil;Video-03-Ingenieria en sistemas.txt;2009;8;3;1
figuras;Dificil;Video-03-Ingenieria en sistemas.txt;2512;7;5;2
técnicas;Dificil;Video-03-Ingenieria en sistemas.txt;3676;8;6;1
einstein;Dificil;Video-03-Ingenieria en sistemas.txt;6622;8;10;2
artículos;Dificil;Video-03-Ingenieria en sistemas.txt;3910;9;6;1
búsquedas por;Dificil;Video-03-Ingenieria en sistemas.txt;1613;14;3;1
rango;Dificil;Video-03-Ingenieria en sistemas.txt;908;5;2;1
contribuya;Dificil;Video-03-Ingenieria en sistemas.txt;1292;10;3;1
capacidad sociable;Dificil;Video-03-Ingenieria en sistemas.txt;1968;18;3;1
impacto visual;Dificil;Video-03-Ingenieria en sistemas.txt;5020;14;8;1
tesis doctoral;Dificil;Video-03-Ingenieria en sistemas.txt;7115;14;10;1
auto;Dificil;Video-03-Ingenieria en sistemas.txt;3110;4;6;1
evaluado;Dificil;Video-03-Ingenieria en sistemas.txt;3115;8;6;1
fijadas;Dificil;Video-03-Ingenieria en sistemas.txt;6061;7;9;1
obsesión;Dificil;Video-03-Ingenieria en sistemas.txt;6891;8;10;1
capacidad;Dificil;Video-03-Ingenieria en sistemas.txt;1968;9;3;1
estorba;Dificil;Video-03-Ingenieria en sistemas.txt;1355;7;3;1
importante;Dificil;Video-03-Ingenieria en sistemas.txt;7205;10;10;1
elegancia;Dificil;Video-03-Ingenieria en sistemas.txt;6734;9;10;1
usuario;Dificil;Video-03-Ingenieria en sistemas.txt;4956;7;8;1
libertad;Dificil;Video-03-Ingenieria en sistemas.txt;5795;8;9;1
figura;Dificil;Video-03-Ingenieria en sistemas.txt;4596;6;8;1
muchísimo;Dificil;Video-03-Ingenieria en sistemas.txt;3885;9;6;1
hacerlo;Dificil;Video-03-Ingenieria en sistemas.txt;560;7;2;1
de nadie pero hay;Dificil;Video-03-Ingenieria en sistemas.txt;80;18;1;1
forma;Dificil;Video-03-Ingenieria en sistemas.txt;451;5;1;1
una tabla;Dificil;Video-03-Ingenieria en sistemas.txt;120;9;1;1
cuesta;Dificil;Video-03-Ingenieria en sistemas.txt;805;6;2;1
o;Dificil;Video-03-Ingenieria en sistemas.txt;213;1;1;1
por;Dificil;Video-03-Ingenieria en sistemas.txt;5728;3;9;1
carilla;Dificil;Video-03-Ingenieria en sistemas.txt;6588;7;10;1
visual;Dificil;Video-03-Ingenieria en sistemas.txt;4618;6;8;1
enriquecer;Dificil;Video-03-Ingenieria en sistemas.txt;2092;10;3;1

