Order,id,token,abs_frecuency,rel_frecuency,length,number_syllables,token_possition,number_token_sentences,number_synonyms,number_hyponyms,number_hypernyms,Part_of_speech,freq_relative_word_before,freq_relative_word_after,len_word_before,len_word_after,mtld_diversity,propn,aux,verb,adp,noun,nn,sym,num,complexity
13,139840,si,3213,0.004043646,2,1,0.716666667,60,3,0,1,8,0.062435501,0.008335221,2,2,77.53846154,0,5,13,6,12,0,0,2,0.6
14,140812,si,3213,0.004043646,2,1,0.268292683,41,3,0,1,8,0.013824914,0.016396083,2,2,52.29777778,1,2,6,8,11,0,0,1,0.4
15,140882,si,3213,0.004043646,2,1,0.857142857,7,3,0,1,8,0.062435501,0,2,0,13.72,1,0,0,2,1,0,0,1,0.2
16,146557,si,3213,0.004043646,2,1,0.147058824,34,3,0,1,8,0.013824914,0.013824914,2,2,53.94666667,1,2,5,5,11,0,0,1,0.4
17,147339,si,3213,0.004043646,2,1,0.923076923,13,3,0,1,8,0.016345742,0,3,0,0,0,1,1,2,3,0,0,1,0.4
18,147497,si,3213,0.004043646,2,1,0.583333333,24,3,0,1,8,6.29263E-06,0.000135921,8,8,161.28,0,0,3,4,5,0,0,0,0.2
19,147910,si,3213,0.004043646,2,1,0.104166667,48,3,0,1,8,0.016345742,0.009496841,3,4,58.64727273,1,1,3,11,14,0,0,1,0.4
20,147998,si,3213,0.004043646,2,1,0.375,16,3,0,1,8,0.016345742,0.020612147,3,2,23.89333333,2,0,0,4,4,0,0,1,0.4
21,148508,si,3213,0.004043646,2,1,0.112676056,71,3,0,1,8,0.016345742,0.014242745,3,2,57.75373134,0,3,9,15,18,0,0,1,0.6
22,148842,si,3213,0.004043646,2,1,0.2,15,3,0,1,8,0.002938659,6.29263E-06,3,12,63,1,1,0,2,2,0,0,1,0.4
23,151126,si,3213,0.004043646,2,1,0.375,16,3,0,1,8,0.016345742,0.020612147,3,2,23.89333333,2,0,0,4,4,0,0,1,0.6
24,151728,si,3213,0.004043646,2,1,0.666666667,24,3,0,1,8,0.007441667,0.000250447,1,7,53.76,4,0,0,4,8,0,0,1,0.2
25,152175,si,3213,0.004043646,2,1,0.4,15,3,0,1,8,0.016345742,0.020612147,3,2,31.5,2,0,0,3,3,0,0,1,0.4
26,152968,si,3213,0.004043646,2,1,0.523809524,21,3,0,1,8,0.016345742,3.52387E-05,3,10,25.935,0,0,3,4,4,0,0,0,0.2
27,153227,si,3213,0.004043646,2,1,0.161290323,31,3,0,1,8,0.013824914,0.020612147,2,2,134.54,1,1,1,4,9,0,0,1,0.4
28,153454,si,3213,0.004043646,2,1,0.923076923,13,3,0,1,8,0.016345742,0,3,0,0,0,1,1,2,3,0,0,1,0.4
29,153948,si,3213,0.004043646,2,1,0.310344828,29,3,0,1,8,0.062435501,0.020612147,2,2,58.87,0,1,2,6,8,0,0,1,0.2
30,155912,si,3213,0.004043646,2,1,0.923076923,13,3,0,1,8,0.016345742,0,3,0,0,0,1,1,2,3,0,0,1,0.4
31,155957,si,3213,0.004043646,2,1,0.076923077,39,3,0,1,8,0.016345742,0.007841879,3,2,32.98148148,0,1,1,7,11,0,0,0,0.6
32,156764,si,3213,0.004043646,2,1,0.933333333,15,3,0,1,8,0.016345742,0,3,0,0,0,0,3,1,3,0,0,1,0.4
33,157057,si,3213,0.004043646,2,1,0,20,3,0,1,8,0,5.53752E-05,0,6,28.66666667,3,0,0,5,7,0,0,0,0.2
34,157118,si,3213,0.004043646,2,1,0.206349206,63,3,0,1,8,0.016345742,0.009496841,3,4,64.18588235,0,5,7,10,12,0,0,2,0.2
35,158281,si,3213,0.004043646,2,1,0.375,16,3,0,1,8,0.016345742,0.020612147,3,2,23.89333333,2,0,0,4,4,0,0,1,0.4
36,158588,si,3213,0.004043646,2,1,0.235294118,34,3,0,1,8,0.013824914,0.002723451,2,7,46.24,1,0,4,6,8,0,0,2,0.6
37,137151,al,2641,0.003323769,2,1,0.125,16,4,0,1,3,4.65655E-05,2.51705E-06,3,7,35.84,2,0,1,5,5,0,0,2,0.2
38,149193,al,2641,0.003323769,2,1,0.210526316,19,4,0,1,3,7.55116E-05,0.000104458,2,10,0,2,0,1,3,5,0,0,1,0.2
39,135093,va,2057,0.002588789,2,1,0.75,24,2,0,1,0,0.000561303,0,11,0,0,6,1,2,3,5,0,0,2,0.2
40,144147,va,2057,0.002588789,2,1,0.245901639,61,2,0,1,0,0.000366231,0,9,0,61,4,5,7,6,12,0,1,2,0.2
41,144175,va,2057,0.002588789,2,1,0.769230769,26,2,0,1,0,0,0.000912432,0,1,189.28,7,1,1,3,5,0,0,2,0.2
42,146448,va,2057,0.002588789,2,1,0.888888889,36,2,0,1,0,0.002207456,0,11,0,36,1,3,4,4,8,0,0,1,0.2
43,134600,información,1754,0.002207456,11,4,0.75,20,0,0,0,1,0.002723451,0.002723451,7,7,19.33333333,0,0,4,3,7,0,0,1,0.6
44,135542,información,1754,0.002207456,11,4,0.551724138,29,0,0,0,1,4.15314E-05,0.000980392,8,5,117.74,0,1,2,6,10,0,0,2,0.2
45,136039,información,1754,0.002207456,11,4,0.1875,32,0,0,0,1,0.034143824,0.000330992,2,5,47.78666667,1,0,1,6,10,0,0,1,0.2
46,136625,información,1754,0.002207456,11,4,0.3125,32,0,0,0,1,0.034143824,0.034143824,2,2,17.5828877,0,0,2,4,11,0,0,2,0.2
47,137821,información,1754,0.002207456,11,4,0.48,25,0,0,0,1,0.062435501,0.062435501,2,2,58.33333333,0,0,3,5,9,0,0,1,0.2
48,138428,información,1754,0.002207456,11,4,0.204301075,93,0,0,0,1,0.034143824,0.001415842,2,6,75.48287671,2,11,12,9,18,0,0,5,0.2
49,138811,información,1754,0.002207456,11,4,0.95,20,0,0,0,1,6.04093E-05,0,6,0,56,0,1,4,4,6,0,0,0,0.2
50,139352,información,1754,0.002207456,11,4,0.225806452,31,0,0,0,1,0.062435501,0.016345742,2,3,53.816,0,1,1,5,11,0,0,1,0.2
51,140128,información,1754,0.002207456,11,4,0.115942029,69,0,0,0,1,0.034143824,0.034143824,2,2,30.0904908,1,2,2,11,22,0,0,1,0.2
52,140178,información,1754,0.002207456,11,4,0.272727273,11,0,0,0,1,0.000133404,6.79604E-05,10,8,0,2,0,0,1,3,0,0,1,0.2
53,140180,información,1754,0.002207456,11,4,0.102272727,88,0,0,0,1,0.034143824,0.062435501,2,2,40.0270599,0,2,8,16,24,0,0,1,0.2
54,141862,información,1754,0.002207456,11,4,0.53125,32,0,0,0,1,1.25853E-05,3.39802E-05,9,12,71.68,0,0,6,6,8,0,0,0,0.2
55,142729,información,1754,0.002207456,11,4,0.642857143,42,0,0,0,1,0.034143824,0.062435501,2,2,42,0,0,4,8,15,0,0,0,0.2
56,142805,información,1754,0.002207456,11,4,0.806451613,62,0,0,0,1,0.001612172,0.003576732,3,2,76.88,1,3,8,2,16,0,0,1,0.2
57,144151,información,1754,0.002207456,11,4,0.434782609,46,0,0,0,1,0.062435501,2.26535E-05,2,7,84.64,1,2,3,6,11,0,0,0,0.2
58,144683,información,1754,0.002207456,11,4,0.411764706,68,0,0,0,1,2.76876E-05,0.034143824,6,2,41.07914138,0,1,4,10,22,0,0,1,0.4
59,145029,información,1754,0.002207456,11,4,0.3,10,0,0,0,1,0.062435501,0.000279393,2,5,0,0,0,0,3,3,0,0,0,0.2
60,145747,información,1754,0.002207456,11,4,0.461538462,26,0,0,0,1,0.006550631,2.89461E-05,3,9,94.64,0,0,4,4,6,0,0,0,0.2
61,146422,información,1754,0.002207456,11,4,0.767857143,56,0,0,0,1,7.67701E-05,0.001814795,9,5,73.17333333,2,0,5,10,15,0,0,1,0.2
62,147181,información,1754,0.002207456,11,4,0.545454545,11,0,0,0,1,0.062435501,0.024577764,2,1,16.94,0,0,2,3,5,0,0,0,0.2
63,147839,información,1754,0.002207456,11,4,0.263157895,19,0,0,0,1,0.062435501,0.000300788,2,7,50.54,1,0,1,2,9,0,0,2,0.2
64,147870,información,1754,0.002207456,11,4,0.91025641,78,0,0,0,1,1.51023E-05,0.009496841,7,4,106.47,0,2,11,13,17,0,0,1,0.2
65,148021,información,1754,0.002207456,11,4,0.214285714,28,0,0,0,1,0.000653175,0.062435501,1,2,54.88,2,0,4,5,9,0,0,1,0.2
66,148690,información,1754,0.002207456,11,4,0.36,100,0,0,0,1,0.034143824,0.004208513,2,5,41.99285868,0,5,14,10,17,0,0,7,0.2
67,149318,información,1754,0.002207456,11,4,0.657142857,35,0,0,0,1,0.034143824,8.18042E-05,2,9,85.75,0,0,6,5,8,0,0,1,0.2
68,150008,información,1754,0.002207456,11,4,0.843137255,51,0,0,0,1,0.034143824,0.009496841,2,4,60.69,6,0,4,11,12,0,0,1,0.4
69,150201,información,1754,0.002207456,11,4,0.441176471,34,0,0,0,1,0.034143824,2.26535E-05,2,9,46.24,1,0,4,6,8,0,0,2,0.2
70,150330,información,1754,0.002207456,11,4,0.230769231,39,0,0,0,1,0.062435501,0.004708148,2,3,40.794,1,1,3,8,12,0,0,1,0.2
71,151702,información,1754,0.002207456,11,4,0.444444444,27,0,0,0,1,0.062435501,0.002421405,2,4,204.12,0,1,1,4,9,0,0,3,0.2
72,151837,información,1754,0.002207456,11,4,0.612903226,31,0,0,0,1,0.034143824,0.000515996,2,4,53.816,0,2,6,1,6,0,0,0,0.4
73,152642,información,1754,0.002207456,11,4,0.59,100,0,0,0,1,0.001612172,0.003129955,3,2,112,1,5,10,14,22,0,0,7,0.2
74,152955,información,1754,0.002207456,11,4,0.108108108,37,0,0,0,1,0.034143824,0.016396083,2,2,95.83,0,3,4,6,10,0,0,0,0.2
75,153184,información,1754,0.002207456,11,4,0.673913043,46,0,0,0,1,0.000156057,0.001415842,6,6,59.248,0,1,4,9,13,0,0,1,0.4
76,154641,información,1754,0.002207456,11,4,0.228571429,35,0,0,0,1,0.034143824,0.014242745,2,2,85.75,0,2,5,3,7,0,0,1,0.2
77,155893,información,1754,0.002207456,11,4,0.441860465,43,0,0,0,1,0.034143824,0.024577764,2,1,103.544,0,1,10,5,9,0,0,1,0.2
78,156081,información,1754,0.002207456,11,4,0.580246914,81,0,0,0,1,0.034143824,0.016345742,2,3,48.57167832,0,4,9,19,24,0,0,1,0.2
79,156129,información,1754,0.002207456,11,4,0.173333333,75,0,0,0,1,2.3912E-05,0.062435501,11,2,121.1538462,1,5,9,12,21,0,0,1,0.2
80,156975,información,1754,0.002207456,11,4,0.659574468,47,0,0,0,1,0.034143824,0.000906139,2,3,20.24842767,7,1,3,12,10,0,0,0,0.2
81,143920,empresa,1354,0.001704045,7,3,0.857142857,21,0,0,0,1,0.012003826,0.007441667,3,1,61.74,1,0,2,5,6,0,0,1,0.2
82,151032,empresa,1354,0.001704045,7,3,0.96969697,33,0,0,0,1,0.034143824,0,2,0,35.5575,1,0,1,7,12,0,0,1,0.2
83,143776,nos,1350,0.001699011,3,1,0.189189189,37,3,0,1,8,0.000143472,0.007846913,7,3,95.83,5,3,4,6,9,0,0,0,0.4
84,150398,nos,1350,0.001699011,3,1,0.041666667,24,3,0,1,8,0.016345742,0.062435501,3,2,161.28,3,2,1,3,4,0,0,0,0.4
85,135197,memoria,1323,0.001665031,7,3,0.828125,64,0,0,0,1,0.034143824,0.000359939,2,9,52.41961515,1,2,11,8,17,0,0,1,0.2
86,135246,memoria,1323,0.001665031,7,3,0.982758621,58,0,0,0,1,0.020612147,0,2,0,34.51687524,0,4,5,9,9,0,0,0,0.4
87,135698,memoria,1323,0.001665031,7,3,0.318181818,22,0,0,0,1,0.034143824,0.000169901,2,3,33.88,3,2,1,4,8,0,0,1,0.2
88,136308,memoria,1323,0.001665031,7,3,0.25,24,0,0,0,1,0.001496388,3.52387E-05,7,8,0,3,3,3,4,3,0,0,1,0.2
89,136389,memoria,1323,0.001665031,7,3,0.181818182,11,0,0,0,1,0.000912432,0.000103199,1,8,0,1,0,0,2,3,0,0,1,0.2
90,136862,memoria,1323,0.001665031,7,3,0.965517241,29,0,0,0,1,0.034143824,0,2,0,58.87,0,1,4,5,8,0,0,0,0.2
91,137538,memoria,1323,0.001665031,7,3,0.678571429,28,0,0,0,1,0.034143824,0.062435501,2,2,54.88,1,1,2,5,8,0,0,1,0.2
92,137739,memoria,1323,0.001665031,7,3,0.41025641,39,0,0,0,1,0.062435501,0.009496841,2,4,60.84,5,2,3,7,11,0,0,1,0.4
93,140254,memoria,1323,0.001665031,7,3,0.846153846,13,0,0,0,1,8.80969E-06,0.000468172,8,3,0,0,1,4,1,4,0,0,0,0.4
94,140336,memoria,1323,0.001665031,7,3,0.95,20,0,0,0,1,0.034143824,0,2,0,56,3,1,0,4,4,0,0,0,0.2
95,140473,memoria,1323,0.001665031,7,3,0.307692308,39,0,0,0,1,0.020612147,0.00040147,2,3,106.47,0,1,8,6,8,0,0,2,0.2
96,141800,memoria,1323,0.001665031,7,3,0.366666667,60,0,0,0,1,0.034143824,0.035789977,2,3,52.89099526,0,3,6,13,19,0,0,2,0.2
97,142807,memoria,1323,0.001665031,7,3,0.941176471,17,0,0,0,1,0.016396083,0,2,0,40.46,1,2,1,1,4,0,0,1,0.2
98,143230,memoria,1323,0.001665031,7,3,0.5,8,0,0,0,1,0.062435501,0.006550631,2,3,0,4,0,0,2,1,0,0,1,0.2
99,144504,memoria,1323,0.001665031,7,3,0.732142857,56,0,0,0,1,0.062435501,0.003435777,2,8,45.55223881,0,3,6,11,16,0,0,1,0.2
100,145048,memoria,1323,0.001665031,7,3,0.37037037,27,0,0,0,1,0.034143824,0.035789977,2,3,68.04,3,2,1,4,5,0,0,1,0.2
101,145529,memoria,1323,0.001665031,7,3,0.125,104,0,0,0,1,0.034143824,0.016345742,2,3,38.92786279,4,8,9,24,21,0,0,1,0.2
102,146398,memoria,1323,0.001665031,7,3,0.3125,32,0,0,0,1,0.020612147,0.001365501,2,5,57.344,2,2,3,4,6,0,0,1,0.2
103,146516,memoria,1323,0.001665031,7,3,0.357142857,28,0,0,0,1,0.062435501,0.000169901,2,3,73.17333333,1,1,2,4,8,0,0,0,0.2
104,146628,memoria,1323,0.001665031,7,3,0.583333333,36,0,0,0,1,0.034143824,3.27217E-05,2,9,18,2,0,2,9,14,0,0,1,0.2
105,146694,memoria,1323,0.001665031,7,3,0.147058824,34,0,0,0,1,0.034143824,0.007441667,2,1,19.86484918,0,0,3,7,12,0,0,0,0.4
106,148810,memoria,1323,0.001665031,7,3,0.6875,16,0,0,0,1,0.034143824,0.008064638,2,3,71.68,1,0,3,3,5,0,0,1,0.2
107,149174,memoria,1323,0.001665031,7,3,0.65,20,0,0,0,1,0.034143824,0.001113796,2,5,112,1,2,2,1,4,0,0,1,0.4
108,152110,memoria,1323,0.001665031,7,3,0.181818182,33,0,0,0,1,0.034143824,0.062435501,2,2,33.44,2,3,2,4,6,0,0,1,0.2
109,152410,memoria,1323,0.001665031,7,3,0.333333333,18,0,0,0,1,0.062435501,0.016396083,2,2,30.24,2,1,1,3,5,0,0,1,0.2
110,152585,memoria,1323,0.001665031,7,3,0.681818182,22,0,0,0,1,0.034143824,0.001746835,2,4,67.76,0,2,2,3,5,0,0,0,0.2
111,154563,memoria,1323,0.001665031,7,3,0.055555556,36,0,0,0,1,0.020612147,0.00072617,2,6,36,2,3,2,7,8,0,0,0,0.2
112,154834,memoria,1323,0.001665031,7,3,0.321428571,28,0,0,0,1,0.062435501,0.001814795,2,5,54.88,1,1,2,6,10,0,0,1,0.2
113,154869,memoria,1323,0.001665031,7,3,0.444444444,18,0,0,0,1,0.062435501,1.63608E-05,2,9,0,0,0,1,4,6,0,0,0,0.2
114,155165,memoria,1323,0.001665031,7,3,0.673469388,49,0,0,0,1,0.034143824,0.024577764,2,1,52.51166667,1,5,8,6,9,0,0,1,0.2
115,155197,memoria,1323,0.001665031,7,3,0.230769231,26,0,0,0,1,0.062435501,0.000191296,2,3,31.54666667,2,3,2,5,6,0,0,1,0.2
116,155617,memoria,1323,0.001665031,7,3,0.962962963,27,0,0,0,1,0.062435501,0,2,0,51.03,1,1,1,6,7,0,0,1,0.4
117,156364,memoria,1323,0.001665031,7,3,0.942857143,35,0,0,0,1,0.000114526,0.00019633,6,5,343,3,2,3,2,10,0,0,1,0.2
118,156809,memoria,1323,0.001665031,7,3,0.95,20,0,0,0,1,5.41166E-05,0,5,0,0,0,1,2,5,7,0,0,0,0.2
119,156864,memoria,1323,0.001665031,7,3,0.65625,32,0,0,0,1,0.012003826,0.062435501,3,2,57.344,7,1,0,6,9,0,0,0,0.2
120,157208,memoria,1323,0.001665031,7,3,0.740740741,27,0,0,0,1,0.034143824,0.024577764,2,1,29.16,0,0,2,6,10,0,0,0,0.2
121,158063,memoria,1323,0.001665031,7,3,0.78125,32,0,0,0,1,0.020612147,0.001699011,2,3,47.78666667,0,1,4,7,7,0,0,0,0.2
122,141561,debe,1217,0.001531627,4,2,0.345238095,84,0,0,0,4,0.007846913,0.001284956,3,2,24.5,0,7,12,12,14,0,0,2,0.2
123,151549,debe,1217,0.001531627,4,2,0.387096774,62,0,0,0,4,0.025168013,0.020612147,2,2,29.96182115,0,7,5,10,14,0,0,1,0.2
124,156034,debe,1217,0.001531627,4,2,0.592592593,27,0,0,0,4,0.025168013,0.024577764,2,1,102.06,1,2,2,3,7,0,0,2,0.2
125,135035,proceso,1189,0.001496388,7,3,0.441860465,43,0,0,0,1,0.013824914,0.024577764,2,1,86.28666667,1,2,7,4,8,0,0,1,0.2
126,135130,proceso,1189,0.001496388,7,3,0.333333333,39,0,0,0,1,0.062435501,0.035789977,2,3,85.176,0,3,3,6,10,0,0,1,0.2
127,135220,proceso,1189,0.001496388,7,3,0.105263158,19,0,0,0,1,0.025168013,0.005804324,2,4,101.08,0,0,2,3,5,0,0,0,0.2
128,136380,proceso,1189,0.001496388,7,3,0.927083333,96,0,0,0,1,0.013824914,0.000120819,2,11,89.29608939,1,4,14,14,20,0,0,1,0.2
129,136469,proceso,1189,0.001496388,7,3,0.953846154,65,0,0,0,1,0.025168013,0.062435501,2,2,69.46875,9,0,6,14,15,0,0,1,0.2
130,137560,proceso,1189,0.001496388,7,3,0.052631579,95,0,0,0,1,0.013824914,3.02046E-05,2,11,76.09076433,1,8,12,15,20,0,0,1,0.2
131,138325,proceso,1189,0.001496388,7,3,0.074074074,27,0,0,0,1,0.062435501,0.062435501,2,2,23.51918919,3,1,1,7,8,0,0,0,0.2
132,139959,proceso,1189,0.001496388,7,3,0.142857143,21,0,0,0,1,0.002632837,0.014242745,3,2,123.48,1,1,4,1,4,0,0,1,0.2
133,140172,proceso,1189,0.001496388,7,3,0.06097561,82,0,0,0,1,0.062435501,0.001988472,2,4,33.55457687,1,8,2,12,19,0,0,2,0.2
134,140479,proceso,1189,0.001496388,7,3,0.590909091,66,0,0,0,1,0.013824914,0.000971582,2,3,59.31119266,1,4,9,11,16,0,0,0,0.2
135,141858,proceso,1189,0.001496388,7,3,0.285714286,98,0,0,0,1,0.013824914,0.062435501,2,2,47.16066066,1,3,15,13,23,0,0,2,0.2
136,141924,proceso,1189,0.001496388,7,3,0.333333333,6,0,0,0,1,0.000109492,3.14632E-05,2,7,0,3,0,0,0,1,0,0,1,0.2
137,142372,proceso,1189,0.001496388,7,3,0.357142857,14,0,0,0,1,0.062435501,0.000168643,2,5,27.44,1,0,1,4,6,0,0,1,0.2
138,142686,proceso,1189,0.001496388,7,3,0.11627907,43,0,0,0,1,0.062435501,0.000943895,2,6,64.715,3,1,1,2,10,0,0,1,0.2
139,142694,proceso,1189,0.001496388,7,3,0.276923077,130,0,0,0,1,0.062435501,0.016396083,2,2,36.45090401,0,10,22,18,26,0,0,1,0.2
140,143420,proceso,1189,0.001496388,7,3,0.125,40,0,0,0,1,0.062435501,0.000874676,2,8,56,1,1,3,4,9,0,0,1,0.2
141,144440,proceso,1189,0.001496388,7,3,0.172413793,29,0,0,0,1,0.003045634,7.55116E-06,4,10,34.12333333,3,1,2,5,10,0,0,1,0.2
142,145887,proceso,1189,0.001496388,7,3,0.835443038,79,0,0,0,1,0.013824914,0.062435501,2,2,87.374,0,3,8,14,21,0,0,1,0.2
143,146165,proceso,1189,0.001496388,7,3,0.137931034,29,0,0,0,1,0.025168013,0.062435501,2,2,33.64,0,1,5,4,6,0,0,0,0.2
144,146988,proceso,1189,0.001496388,7,3,0.12195122,41,0,0,0,1,0.062435501,0.008064638,2,3,41,2,1,3,10,11,0,0,1,0.2
145,148615,proceso,1189,0.001496388,7,3,0.15,20,0,0,0,1,0.013824914,0.020612147,2,2,112,0,2,2,2,4,0,0,1,0.2
146,148938,proceso,1189,0.001496388,7,3,0.568181818,44,0,0,0,1,0.007846913,0.062435501,3,2,77.44,4,1,5,10,12,0,0,1,0.2
147,149326,proceso,1189,0.001496388,7,3,0.586666667,75,0,0,0,1,0.013824914,8.80969E-06,2,9,78.75,0,4,12,11,15,0,0,1,0.2
148,151504,proceso,1189,0.001496388,7,3,0.043478261,23,0,0,0,1,0.025168013,2.51705E-05,2,6,148.12,0,0,2,4,7,0,0,1,0.2
149,151841,proceso,1189,0.001496388,7,3,0.424242424,33,0,0,0,1,0.013824914,0.006550631,2,3,152.46,1,0,4,6,8,0,0,1,0.2
150,152795,proceso,1189,0.001496388,7,3,0.615384615,13,0,0,0,1,0.025168013,0.000912432,2,1,0,1,0,1,2,3,0,0,1,0.2
151,153575,proceso,1189,0.001496388,7,3,0.037037037,54,0,0,0,1,0.003045634,0.016345742,4,3,61.02,3,2,6,8,12,0,0,0,0.2
152,155325,proceso,1189,0.001496388,7,3,0.677419355,62,0,0,0,1,0.025168013,0.005804324,2,4,66.87733333,0,2,8,6,16,0,0,1,0.6
153,156447,proceso,1189,0.001496388,7,3,0.93220339,59,0,0,0,1,0.000484533,0.001531627,7,4,48.53900709,1,9,6,10,12,0,0,1,0.2
154,157347,proceso,1189,0.001496388,7,3,0.523809524,21,0,0,0,1,0.025168013,0.035789977,2,3,41.16,1,1,4,2,4,0,0,1,0.2
155,157409,proceso,1189,0.001496388,7,3,0.048387097,62,0,0,0,1,0.001746835,0.001531627,4,4,58.97806569,0,5,14,5,12,0,0,1,0.4
156,157426,proceso,1189,0.001496388,7,3,0.210526316,19,0,0,0,1,0.007846913,0.00015354,3,10,22.135,2,1,0,3,7,0,0,1,0.2
157,157945,proceso,1189,0.001496388,7,3,0.940298507,67,0,0,0,1,0.003045634,0.000208915,4,8,89.78,0,5,10,6,12,0,0,1,0.2
158,158590,proceso,1189,0.001496388,7,3,0.954545455,22,0,0,0,1,0.007846913,0,3,0,45.17333333,1,0,3,4,7,0,0,2,0.2
159,135101,van,904,0.001137708,3,1,0.147058824,34,1,7,1,0,0.025168013,0.003030532,2,5,107.8933333,1,3,3,4,6,0,0,1,0.8
160,135309,van,904,0.001137708,3,1,0.111111111,45,1,7,1,0,0.025168013,0.024577764,2,1,36.94126074,4,3,3,5,9,0,0,2,0.8
161,139759,van,904,0.001137708,3,1,0.102040816,49,1,7,1,0,0.025168013,0.024577764,2,1,56.02333333,2,3,6,7,8,0,1,1,0.8
162,141201,van,904,0.001137708,3,1,0.096153846,52,1,7,1,0,0.007846913,0.014242745,3,2,63.09333333,1,4,6,8,7,0,0,1,0.8
163,144483,van,904,0.001137708,3,1,0.448275862,29,1,7,1,0,0.014242745,0.020732966,2,1,47.096,1,3,2,5,6,0,0,0,0.6
164,146136,van,904,0.001137708,3,1,0.105263158,38,1,7,1,0,0.007846913,0.012003826,3,3,67.38666667,2,2,2,6,7,0,0,1,0.8
165,146173,van,904,0.001137708,3,1,0.090909091,55,1,7,1,0,0.025168013,0.025168013,2,2,55.73333333,4,3,5,6,12,0,0,0,0.8
166,148939,van,904,0.001137708,3,1,0.388888889,18,1,7,1,0,0.007846913,0.002793929,3,5,0,1,2,1,3,5,0,0,1,0.6
167,149010,van,904,0.001137708,3,1,0.057971014,69,1,7,1,0,0.000310856,0.024577764,9,1,88.872,2,8,4,10,11,0,0,1,0.6
168,150011,van,904,0.001137708,3,1,0.269230769,26,1,7,1,0,0.025168013,0.009496841,2,4,47.32,6,3,3,2,2,0,0,1,0.8
169,152769,van,904,0.001137708,3,1,0.368421053,19,1,7,1,0,0.062435501,0.008064638,2,3,101.08,1,1,2,4,4,0,0,2,0.8
170,135276,nivel,856,0.001077299,5,2,0.247311828,93,0,0,0,1,0.013824914,0.003114853,2,3,66.53768552,0,8,11,11,16,0,0,1,0.2
171,142542,bien,776,0.000976617,4,1,0.583333333,48,0,0,0,8,0.013824914,0.000202623,2,4,39.89189189,0,4,5,7,13,0,0,0,0.2
172,154608,bien,776,0.000976617,4,1,0.130434783,23,0,0,0,8,0.013824914,0.016396083,2,2,74.06,0,3,3,1,4,0,0,0,0.2
173,156772,bien,776,0.000976617,4,1,0.109243697,119,0,0,0,8,0.007846913,3.14632E-05,3,7,48.59170795,0,1,17,18,27,0,0,1,0.2
174,134783,modelo,760,0.00095648,6,3,0.05,20,0,0,0,1,0.013824914,0.062435501,2,2,37.33333333,0,0,1,6,8,0,0,0,0.2
175,135377,modelo,760,0.00095648,6,3,0.5625,48,0,0,0,1,0.003045634,0.000411538,4,8,58.64727273,2,2,5,8,10,0,0,0,0.2
176,135969,modelo,760,0.00095648,6,3,0.053333333,75,0,0,0,1,0.016396083,0.00095648,2,6,37.5,0,7,6,9,16,0,0,1,0.4
177,136318,modelo,760,0.00095648,6,3,0.38372093,86,0,0,0,1,0.013824914,0.012003826,2,3,39.4891919,0,7,14,6,18,0,0,1,0.2
178,136764,modelo,760,0.00095648,6,3,0.105263158,76,0,0,0,1,0.003045634,0.062435501,4,2,56.90189001,2,7,5,9,19,0,0,1,0.4
179,136873,modelo,760,0.00095648,6,3,0.172413793,29,0,0,0,1,0.007846913,0.016396083,3,2,117.74,0,2,2,3,7,0,0,1,0.2
