Order,id,token,abs_frecuency,rel_frecuency,length,number_syllables,token_possition,number_token_sentences,number_synonyms,number_hyponyms,number_hypernyms,Part_of_speech,freq_relative_word_before,freq_relative_word_after,len_word_before,len_word_after,mtld_diversity,propn,aux,verb,adp,noun,nn,sym,num,complexity
13,139840,si,3598,0.004078315,2,1,0.716666667,60,3,0,1,8,0.062481652,0.008280182,2,2,77.53846154,0,5,13,6,12,0,0,2,0.6
14,140812,si,3598,0.004078315,2,1,0.268292683,41,3,0,1,8,0.013905718,0.016377871,2,2,52.29777778,1,2,6,8,11,0,0,1,0.4
15,140882,si,3598,0.004078315,2,1,0.857142857,7,3,0,1,8,0.062481652,0,2,0,13.72,1,0,0,2,1,0,0,1,0.2
16,146557,si,3598,0.004078315,2,1,0.147058824,34,3,0,1,8,0.013905718,0.013905718,2,2,53.94666667,1,2,5,5,11,0,0,1,0.4
17,147339,si,3598,0.004078315,2,1,0.923076923,13,3,0,1,8,0.016249786,0,3,0,0,0,1,1,2,3,0,0,1,0.4
18,147497,si,3598,0.004078315,2,1,0.583333333,24,3,0,1,8,5.67E-06,0.000131485,8,8,161.28,0,0,3,4,5,0,0,0,0.2
19,147910,si,3598,0.004078315,2,1,0.104166667,48,3,0,1,8,0.016249786,0.009542895,3,4,58.64727273,1,1,3,11,14,0,0,1,0.4
20,147998,si,3598,0.004078315,2,1,0.375,16,3,0,1,8,0.016249786,0.020588805,3,2,23.89333333,2,0,0,4,4,0,0,1,0.4
21,148508,si,3598,0.004078315,2,1,0.112676056,71,3,0,1,8,0.016249786,0.014280905,3,2,57.75373134,0,3,9,15,18,0,0,1,0.6
22,148842,si,3598,0.004078315,2,1,0.2,15,3,0,1,8,0.002889279,6.80E-06,3,12,63,1,1,0,2,2,0,0,1,0.4
23,151126,si,3598,0.004078315,2,1,0.375,16,3,0,1,8,0.016249786,0.020588805,3,2,23.89333333,2,0,0,4,4,0,0,1,0.6
24,151728,si,3598,0.004078315,2,1,0.666666667,24,3,0,1,8,0.007476534,0.000260704,1,7,53.76,4,0,0,4,8,0,0,1,0.2
25,152175,si,3598,0.004078315,2,1,0.4,15,3,0,1,8,0.016249786,0.020588805,3,2,31.5,2,0,0,3,3,0,0,1,0.4
26,152968,si,3598,0.004078315,2,1,0.523809524,21,3,0,1,8,0.016249786,3.85E-05,3,10,25.935,0,0,3,4,4,0,0,0,0.2
27,153227,si,3598,0.004078315,2,1,0.161290323,31,3,0,1,8,0.013905718,0.020588805,2,2,134.54,1,1,1,4,9,0,0,1,0.4
28,153454,si,3598,0.004078315,2,1,0.923076923,13,3,0,1,8,0.016249786,0,3,0,0,0,1,1,2,3,0,0,1,0.4
29,153948,si,3598,0.004078315,2,1,0.310344828,29,3,0,1,8,0.062481652,0.020588805,2,2,58.87,0,1,2,6,8,0,0,1,0.2
30,155912,si,3598,0.004078315,2,1,0.923076923,13,3,0,1,8,0.016249786,0,3,0,0,0,1,1,2,3,0,0,1,0.4
31,155957,si,3598,0.004078315,2,1,0.076923077,39,3,0,1,8,0.016249786,0.007751973,3,2,32.98148148,0,1,1,7,11,0,0,0,0.6
32,156764,si,3598,0.004078315,2,1,0.933333333,15,3,0,1,8,0.016249786,0,3,0,0,0,0,3,1,3,0,0,1,0.4
33,157057,si,3598,0.004078315,2,1,0,20,3,0,1,8,0,6.01E-05,0,6,28.66666667,3,0,0,5,7,0,0,0,0.2
34,157118,si,3598,0.004078315,2,1,0.206349206,63,3,0,1,8,0.016249786,0.009542895,3,4,64.18588235,0,5,7,10,12,0,0,2,0.2
35,158281,si,3598,0.004078315,2,1,0.375,16,3,0,1,8,0.016249786,0.020588805,3,2,23.89333333,2,0,0,4,4,0,0,1,0.4
36,158588,si,3598,0.004078315,2,1,0.235294118,34,3,0,1,8,0.013905718,0.002757794,2,7,46.24,1,0,4,6,8,0,0,2,0.6
37,159692,si,3598,0.004078315,2,1,0.923076923,13,3,0,1,8,0.016249786,0,3,0,0,0,1,1,2,3,0,0,1,0.4
38,160008,si,3598,0.004078315,2,1,0.533333333,15,3,0,1,8,0.013905718,0.004691536,2,3,0,4,2,0,1,4,0,0,1,0.6
39,160413,si,3598,0.004078315,2,1,0.117647059,34,3,0,1,8,0.016249786,0.006528932,3,3,46.24,0,0,3,7,11,0,0,0,0.2
40,160750,si,3598,0.004078315,2,1,0.725,40,3,0,1,8,6.01E-05,0.007476534,6,1,48,5,0,2,7,9,0,0,4,0.2
41,137151,al,2957,0.003351745,2,1,0.125,16,4,0,1,3,5.21E-05,2.27E-06,3,7,35.84,2,0,1,5,5,0,0,2,0.2
42,149193,al,2957,0.003351745,2,1,0.210526316,19,4,0,1,3,7.71E-05,0.000112216,2,10,0,2,0,1,3,5,0,0,1,0.2
43,135093,va,2272,0.002575301,2,1,0.75,24,2,0,1,0,0.000540677,0,11,0,0,6,1,2,3,5,0,0,2,0.2
44,144147,va,2272,0.002575301,2,1,0.245901639,61,2,0,1,0,0.000375187,0,9,0,61,4,5,7,6,12,0,1,2,0.2
45,144175,va,2272,0.002575301,2,1,0.769230769,26,2,0,1,0,0,0.000912464,0,1,189.28,7,1,1,3,5,0,0,2,0.2
46,146448,va,2272,0.002575301,2,1,0.888888889,36,2,0,1,0,0.002211449,0,11,0,36,1,3,4,4,8,0,0,1,0.2
47,134600,información,1951,0.002211449,11,4,0.75,20,0,0,0,1,0.002757794,0.002757794,7,7,19.33333333,0,0,4,3,7,0,0,1,0.6
48,135542,información,1951,0.002211449,11,4,0.551724138,29,0,0,0,1,3.97E-05,0.000998609,8,5,117.74,0,1,2,6,10,0,0,2,0.2
49,136039,información,1951,0.002211449,11,4,0.1875,32,0,0,0,1,0.034261024,0.000337782,2,5,47.78666667,1,0,1,6,10,0,0,1,0.2
50,136625,información,1951,0.002211449,11,4,0.3125,32,0,0,0,1,0.034261024,0.034261024,2,2,17.5828877,0,0,2,4,11,0,0,2,0.2
51,137821,información,1951,0.002211449,11,4,0.48,25,0,0,0,1,0.062481652,0.062481652,2,2,58.33333333,0,0,3,5,9,0,0,1,0.2
52,138428,información,1951,0.002211449,11,4,0.204301075,93,0,0,0,1,0.034261024,0.001402133,2,6,75.48287671,2,11,12,9,18,0,0,5,0.2
53,138811,información,1951,0.002211449,11,4,0.95,20,0,0,0,1,6.12E-05,0,6,0,56,0,1,4,4,6,0,0,0,0.2
54,139352,información,1951,0.002211449,11,4,0.225806452,31,0,0,0,1,0.062481652,0.016249786,2,3,53.816,0,1,1,5,11,0,0,1,0.2
55,140128,información,1951,0.002211449,11,4,0.115942029,69,0,0,0,1,0.034261024,0.034261024,2,2,30.0904908,1,2,2,11,22,0,0,1,0.2
56,140178,información,1951,0.002211449,11,4,0.272727273,11,0,0,0,1,0.000129218,6.69E-05,10,8,0,2,0,0,1,3,0,0,1,0.2
57,140180,información,1951,0.002211449,11,4,0.102272727,88,0,0,0,1,0.034261024,0.062481652,2,2,40.0270599,0,2,8,16,24,0,0,1,0.2
58,141862,información,1951,0.002211449,11,4,0.53125,32,0,0,0,1,1.25E-05,3.29E-05,9,12,71.68,0,0,6,6,8,0,0,0,0.2
59,142729,información,1951,0.002211449,11,4,0.642857143,42,0,0,0,1,0.034261024,0.062481652,2,2,42,0,0,4,8,15,0,0,0,0.2
60,142805,información,1951,0.002211449,11,4,0.806451613,62,0,0,0,1,0.001606163,0.003567109,3,2,76.88,1,3,8,2,16,0,0,1,0.2
61,144151,información,1951,0.002211449,11,4,0.434782609,46,0,0,0,1,0.062481652,2.04E-05,2,7,84.64,1,2,3,6,11,0,0,0,0.2
62,144683,información,1951,0.002211449,11,4,0.411764706,68,0,0,0,1,2.72E-05,0.034261024,6,2,41.07914138,0,1,4,10,22,0,0,1,0.4
63,145029,información,1951,0.002211449,11,4,0.3,10,0,0,0,1,0.062481652,0.000269772,2,5,0,0,0,0,3,3,0,0,0,0.2
64,145747,información,1951,0.002211449,11,4,0.461538462,26,0,0,0,1,0.006528932,2.61E-05,3,9,94.64,0,0,4,4,6,0,0,0,0.2
65,146422,información,1951,0.002211449,11,4,0.767857143,56,0,0,0,1,8.05E-05,0.001804524,9,5,73.17333333,2,0,5,10,15,0,0,1,0.2
66,147181,información,1951,0.002211449,11,4,0.545454545,11,0,0,0,1,0.062481652,0.024604779,2,1,16.94,0,0,2,3,5,0,0,0,0.2
67,147839,información,1951,0.002211449,11,4,0.263157895,19,0,0,0,1,0.062481652,0.000300376,2,7,50.54,1,0,1,2,9,0,0,2,0.2
68,147870,información,1951,0.002211449,11,4,0.91025641,78,0,0,0,1,1.59E-05,0.009542895,7,4,106.47,0,2,11,13,17,0,0,1,0.2
69,148021,información,1951,0.002211449,11,4,0.214285714,28,0,0,0,1,0.000666495,0.062481652,1,2,54.88,2,0,4,5,9,0,0,1,0.2
70,148690,información,1951,0.002211449,11,4,0.36,100,0,0,0,1,0.034261024,0.004193932,2,5,41.99285868,0,5,14,10,17,0,0,7,0.2
71,149318,información,1951,0.002211449,11,4,0.657142857,35,0,0,0,1,0.034261024,8.16E-05,2,9,85.75,0,0,6,5,8,0,0,1,0.2
72,150008,información,1951,0.002211449,11,4,0.843137255,51,0,0,0,1,0.034261024,0.009542895,2,4,60.69,6,0,4,11,12,0,0,1,0.4
73,150201,información,1951,0.002211449,11,4,0.441176471,34,0,0,0,1,0.034261024,2.49E-05,2,9,46.24,1,0,4,6,8,0,0,2,0.2
74,150330,información,1951,0.002211449,11,4,0.230769231,39,0,0,0,1,0.062481652,0.004691536,2,3,40.794,1,1,3,8,12,0,0,1,0.2
75,151702,información,1951,0.002211449,11,4,0.444444444,27,0,0,0,1,0.062481652,0.002420012,2,4,204.12,0,1,1,4,9,0,0,3,0.2
76,151837,información,1951,0.002211449,11,4,0.612903226,31,0,0,0,1,0.034261024,0.000502138,2,4,53.816,0,2,6,1,6,0,0,0,0.4
77,152642,información,1951,0.002211449,11,4,0.59,100,0,0,0,1,0.001606163,0.003110311,3,2,112,1,5,10,14,22,0,0,7,0.2
78,152955,información,1951,0.002211449,11,4,0.108108108,37,0,0,0,1,0.034261024,0.016377871,2,2,95.83,0,3,4,6,10,0,0,0,0.2
79,153184,información,1951,0.002211449,11,4,0.673913043,46,0,0,0,1,0.000153022,0.001402133,6,6,59.248,0,1,4,9,13,0,0,1,0.4
80,154641,información,1951,0.002211449,11,4,0.228571429,35,0,0,0,1,0.034261024,0.014280905,2,2,85.75,0,2,5,3,7,0,0,1,0.2
81,155893,información,1951,0.002211449,11,4,0.441860465,43,0,0,0,1,0.034261024,0.024604779,2,1,103.544,0,1,10,5,9,0,0,1,0.2
82,156081,información,1951,0.002211449,11,4,0.580246914,81,0,0,0,1,0.034261024,0.016249786,2,3,48.57167832,0,4,9,19,24,0,0,1,0.2
83,156129,información,1951,0.002211449,11,4,0.173333333,75,0,0,0,1,2.27E-05,0.062481652,11,2,121.1538462,1,5,9,12,21,0,0,1,0.2
84,156975,información,1951,0.002211449,11,4,0.659574468,47,0,0,0,1,0.034261024,0.000899995,2,3,20.24842767,7,1,3,12,10,0,0,0,0.2
85,158838,información,1951,0.002211449,11,4,0.304347826,92,0,0,0,1,0.011993512,0.035779907,3,3,58.0102616,0,12,8,10,18,0,0,1,0.2
86,160495,información,1951,0.002211449,11,4,0.3125,32,0,0,0,1,0.034261024,0.034261024,2,2,17.5828877,0,0,2,4,11,0,0,2,0.2
87,160767,información,1951,0.002211449,11,4,0.25,8,0,0,0,1,0.003095575,0.008280182,3,2,17.92,0,0,1,0,2,0,0,0,0.2
88,161066,información,1951,0.002211449,11,4,0.341772152,79,0,0,0,1,1.70E-05,0.002833738,12,4,83.187,0,3,10,11,23,0,0,1,0.2
89,161242,información,1951,0.002211449,11,4,0.818181818,33,0,0,0,1,0.000666495,7.93E-06,1,11,304.92,2,1,2,5,10,0,0,1,0.2
90,143920,empresa,1531,0.001735381,7,3,0.857142857,21,0,0,0,1,0.011993512,0.007476534,3,1,61.74,1,0,2,5,6,0,0,1,0.2
91,151032,empresa,1531,0.001735381,7,3,0.96969697,33,0,0,0,1,0.034261024,0,2,0,35.5575,1,0,1,7,12,0,0,1,0.2
92,143776,nos,1500,0.001700243,3,1,0.189189189,37,3,0,1,8,0.000141687,0.007842653,7,3,95.83,5,3,4,6,9,0,0,0,0.4
93,150398,nos,1500,0.001700243,3,1,0.041666667,24,3,0,1,8,0.016249786,0.062481652,3,2,161.28,3,2,1,3,4,0,0,0,0.4
94,135197,memoria,1441,0.001633366,7,3,0.828125,64,0,0,0,1,0.034261024,0.000359318,2,9,52.41961515,1,2,11,8,17,0,0,1,0.2
95,135246,memoria,1441,0.001633366,7,3,0.982758621,58,0,0,0,1,0.020588805,0,2,0,34.51687524,0,4,5,9,9,0,0,0,0.4
96,135698,memoria,1441,0.001633366,7,3,0.318181818,22,0,0,0,1,0.034261024,0.000170024,2,3,33.88,3,2,1,4,8,0,0,1,0.2
97,136308,memoria,1441,0.001633366,7,3,0.25,24,0,0,0,1,0.001478078,3.17E-05,7,8,0,3,3,3,4,3,0,0,1,0.2
98,136389,memoria,1441,0.001633366,7,3,0.181818182,11,0,0,0,1,0.000912464,0.000102015,1,8,0,1,0,0,2,3,0,0,1,0.2
99,136862,memoria,1441,0.001633366,7,3,0.965517241,29,0,0,0,1,0.034261024,0,2,0,58.87,0,1,4,5,8,0,0,0,0.2
100,137538,memoria,1441,0.001633366,7,3,0.678571429,28,0,0,0,1,0.034261024,0.062481652,2,2,54.88,1,1,2,5,8,0,0,1,0.2
101,137739,memoria,1441,0.001633366,7,3,0.41025641,39,0,0,0,1,0.062481652,0.009542895,2,4,60.84,5,2,3,7,11,0,0,1,0.4
102,140254,memoria,1441,0.001633366,7,3,0.846153846,13,0,0,0,1,7.93E-06,0.000464733,8,3,0,0,1,4,1,4,0,0,0,0.4
103,140336,memoria,1441,0.001633366,7,3,0.95,20,0,0,0,1,0.034261024,0,2,0,56,3,1,0,4,4,0,0,0,0.2
104,140473,memoria,1441,0.001633366,7,3,0.307692308,39,0,0,0,1,0.020588805,0.00039899,2,3,106.47,0,1,8,6,8,0,0,2,0.2
105,141800,memoria,1441,0.001633366,7,3,0.366666667,60,0,0,0,1,0.034261024,0.035779907,2,3,52.89099526,0,3,6,13,19,0,0,2,0.2
106,142807,memoria,1441,0.001633366,7,3,0.941176471,17,0,0,0,1,0.016377871,0,2,0,40.46,1,2,1,1,4,0,0,1,0.2
107,143230,memoria,1441,0.001633366,7,3,0.5,8,0,0,0,1,0.062481652,0.006528932,2,3,0,4,0,0,2,1,0,0,1,0.2
108,144504,memoria,1441,0.001633366,7,3,0.732142857,56,0,0,0,1,0.062481652,0.003446959,2,8,45.55223881,0,3,6,11,16,0,0,1,0.2
109,145048,memoria,1441,0.001633366,7,3,0.37037037,27,0,0,0,1,0.034261024,0.035779907,2,3,68.04,3,2,1,4,5,0,0,1,0.2
110,145529,memoria,1441,0.001633366,7,3,0.125,104,0,0,0,1,0.034261024,0.016249786,2,3,38.92786279,4,8,9,24,21,0,0,1,0.2
111,146398,memoria,1441,0.001633366,7,3,0.3125,32,0,0,0,1,0.020588805,0.001357927,2,5,57.344,2,2,3,4,6,0,0,1,0.2
112,146516,memoria,1441,0.001633366,7,3,0.357142857,28,0,0,0,1,0.062481652,0.000170024,2,3,73.17333333,1,1,2,4,8,0,0,0,0.2
113,146628,memoria,1441,0.001633366,7,3,0.583333333,36,0,0,0,1,0.034261024,2.95E-05,2,9,18,2,0,2,9,14,0,0,1,0.2
114,146694,memoria,1441,0.001633366,7,3,0.147058824,34,0,0,0,1,0.034261024,0.007476534,2,1,19.86484918,0,0,3,7,12,0,0,0,0.4
115,148810,memoria,1441,0.001633366,7,3,0.6875,16,0,0,0,1,0.034261024,0.008028546,2,3,71.68,1,0,3,3,5,0,0,1,0.2
116,149174,memoria,1441,0.001633366,7,3,0.65,20,0,0,0,1,0.034261024,0.001121027,2,5,112,1,2,2,1,4,0,0,1,0.4
117,152110,memoria,1441,0.001633366,7,3,0.181818182,33,0,0,0,1,0.034261024,0.062481652,2,2,33.44,2,3,2,4,6,0,0,1,0.2
118,152410,memoria,1441,0.001633366,7,3,0.333333333,18,0,0,0,1,0.062481652,0.016377871,2,2,30.24,2,1,1,3,5,0,0,1,0.2
119,152585,memoria,1441,0.001633366,7,3,0.681818182,22,0,0,0,1,0.034261024,0.001739915,2,4,67.76,0,2,2,3,5,0,0,0,0.2
120,154563,memoria,1441,0.001633366,7,3,0.055555556,36,0,0,0,1,0.020588805,0.000733371,2,6,36,2,3,2,7,8,0,0,0,0.2
121,154834,memoria,1441,0.001633366,7,3,0.321428571,28,0,0,0,1,0.062481652,0.001804524,2,5,54.88,1,1,2,6,10,0,0,1,0.2
122,154869,memoria,1441,0.001633366,7,3,0.444444444,18,0,0,0,1,0.062481652,1.59E-05,2,9,0,0,0,1,4,6,0,0,0,0.2
123,155165,memoria,1441,0.001633366,7,3,0.673469388,49,0,0,0,1,0.034261024,0.024604779,2,1,52.51166667,1,5,8,6,9,0,0,1,0.2
124,155197,memoria,1441,0.001633366,7,3,0.230769231,26,0,0,0,1,0.062481652,0.000201762,2,3,31.54666667,2,3,2,5,6,0,0,1,0.2
125,155617,memoria,1441,0.001633366,7,3,0.962962963,27,0,0,0,1,0.062481652,0,2,0,51.03,1,1,1,6,7,0,0,1,0.4
126,156364,memoria,1441,0.001633366,7,3,0.942857143,35,0,0,0,1,0.000111083,0.000196095,6,5,343,3,2,3,2,10,0,0,1,0.2
127,156809,memoria,1441,0.001633366,7,3,0.95,20,0,0,0,1,5.44E-05,0,5,0,0,0,1,2,5,7,0,0,0,0.2
128,156864,memoria,1441,0.001633366,7,3,0.65625,32,0,0,0,1,0.011993512,0.062481652,3,2,57.344,7,1,0,6,9,0,0,0,0.2
129,157208,memoria,1441,0.001633366,7,3,0.740740741,27,0,0,0,1,0.034261024,0.024604779,2,1,29.16,0,0,2,6,10,0,0,0,0.2
130,158063,memoria,1441,0.001633366,7,3,0.78125,32,0,0,0,1,0.020588805,0.001700243,2,3,47.78666667,0,1,4,7,7,0,0,0,0.2
131,159233,memoria,1441,0.001633366,7,3,0.181818182,33,0,0,0,1,0.062481652,9.07E-06,2,3,38.115,3,1,3,7,8,0,0,1,0.2
132,159744,memoria,1441,0.001633366,7,3,0.869565217,92,0,0,0,1,0.062481652,0.004078315,2,2,54.38413547,2,8,10,11,21,0,0,1,0.2
133,160040,memoria,1441,0.001633366,7,3,0.944444444,18,0,0,0,1,0.034261024,0,2,0,45.36,4,0,2,4,5,0,0,0,0.2
134,160667,memoria,1441,0.001633366,7,3,0.454545455,22,0,0,0,1,0.034261024,0.002420012,2,4,135.52,0,4,3,0,4,0,0,0,0.2
135,160762,memoria,1441,0.001633366,7,3,0.159090909,44,0,0,0,1,0.034261024,2.83E-05,2,10,60.23111111,3,2,6,5,7,0,0,1,0.2
136,141561,debe,1349,0.001529085,4,2,0.345238095,84,0,0,0,4,0.007842653,0.001280849,3,2,24.5,0,7,12,12,14,0,0,2,0.2
137,151549,debe,1349,0.001529085,4,2,0.387096774,62,0,0,0,4,0.025177194,0.020588805,2,2,29.96182115,0,7,5,10,14,0,0,1,0.2
138,156034,debe,1349,0.001529085,4,2,0.592592593,27,0,0,0,4,0.025177194,0.024604779,2,1,102.06,1,2,2,3,7,0,0,2,0.2
139,135035,proceso,1304,0.001478078,7,3,0.441860465,43,0,0,0,1,0.013905718,0.024604779,2,1,86.28666667,1,2,7,4,8,0,0,1,0.2
140,135130,proceso,1304,0.001478078,7,3,0.333333333,39,0,0,0,1,0.062481652,0.035779907,2,3,85.176,0,3,3,6,10,0,0,1,0.2
141,135220,proceso,1304,0.001478078,7,3,0.105263158,19,0,0,0,1,0.025177194,0.005819364,2,4,101.08,0,0,2,3,5,0,0,0,0.2
142,136380,proceso,1304,0.001478078,7,3,0.927083333,96,0,0,0,1,0.013905718,0.000115617,2,11,89.29608939,1,4,14,14,20,0,0,1,0.2
143,136469,proceso,1304,0.001478078,7,3,0.953846154,65,0,0,0,1,0.025177194,0.062481652,2,2,69.46875,9,0,6,14,15,0,0,1,0.2
144,137560,proceso,1304,0.001478078,7,3,0.052631579,95,0,0,0,1,0.013905718,3.06E-05,2,11,76.09076433,1,8,12,15,20,0,0,1,0.2
145,138325,proceso,1304,0.001478078,7,3,0.074074074,27,0,0,0,1,0.062481652,0.062481652,2,2,23.51918919,3,1,1,7,8,0,0,0,0.2
146,139959,proceso,1304,0.001478078,7,3,0.142857143,21,0,0,0,1,0.002624041,0.014280905,3,2,123.48,1,1,4,1,4,0,0,1,0.2
147,140172,proceso,1304,0.001478078,7,3,0.06097561,82,0,0,0,1,0.062481652,0.001972282,2,4,33.55457687,1,8,2,12,19,0,0,2,0.2
148,140479,proceso,1304,0.001478078,7,3,0.590909091,66,0,0,0,1,0.013905718,0.000991808,2,3,59.31119266,1,4,9,11,16,0,0,0,0.2
149,141858,proceso,1304,0.001478078,7,3,0.285714286,98,0,0,0,1,0.013905718,0.062481652,2,2,47.16066066,1,3,15,13,23,0,0,2,0.2
150,141924,proceso,1304,0.001478078,7,3,0.333333333,6,0,0,0,1,0.000109949,2.83E-05,2,7,0,3,0,0,0,1,0,0,1,0.2
151,142372,proceso,1304,0.001478078,7,3,0.357142857,14,0,0,0,1,0.062481652,0.000163223,2,5,27.44,1,0,1,4,6,0,0,1,0.2
152,142686,proceso,1304,0.001478078,7,3,0.11627907,43,0,0,0,1,0.062481652,0.000940801,2,6,64.715,3,1,1,2,10,0,0,1,0.2
153,142694,proceso,1304,0.001478078,7,3,0.276923077,130,0,0,0,1,0.062481652,0.016377871,2,2,36.45090401,0,10,22,18,26,0,0,1,0.2
154,143420,proceso,1304,0.001478078,7,3,0.125,40,0,0,0,1,0.062481652,0.000889794,2,8,56,1,1,3,4,9,0,0,1,0.2
155,144440,proceso,1304,0.001478078,7,3,0.172413793,29,0,0,0,1,0.00305817,6.80E-06,4,10,34.12333333,3,1,2,5,10,0,0,1,0.2
156,145887,proceso,1304,0.001478078,7,3,0.835443038,79,0,0,0,1,0.013905718,0.062481652,2,2,87.374,0,3,8,14,21,0,0,1,0.2
157,146165,proceso,1304,0.001478078,7,3,0.137931034,29,0,0,0,1,0.025177194,0.062481652,2,2,33.64,0,1,5,4,6,0,0,0,0.2
158,146988,proceso,1304,0.001478078,7,3,0.12195122,41,0,0,0,1,0.062481652,0.008028546,2,3,41,2,1,3,10,11,0,0,1,0.2
159,148615,proceso,1304,0.001478078,7,3,0.15,20,0,0,0,1,0.013905718,0.020588805,2,2,112,0,2,2,2,4,0,0,1,0.2
160,148938,proceso,1304,0.001478078,7,3,0.568181818,44,0,0,0,1,0.007842653,0.062481652,3,2,77.44,4,1,5,10,12,0,0,1,0.2
161,149326,proceso,1304,0.001478078,7,3,0.586666667,75,0,0,0,1,0.013905718,7.93E-06,2,9,78.75,0,4,12,11,15,0,0,1,0.2
162,151504,proceso,1304,0.001478078,7,3,0.043478261,23,0,0,0,1,0.025177194,2.61E-05,2,6,148.12,0,0,2,4,7,0,0,1,0.2
163,151841,proceso,1304,0.001478078,7,3,0.424242424,33,0,0,0,1,0.013905718,0.006528932,2,3,152.46,1,0,4,6,8,0,0,1,0.2
164,152795,proceso,1304,0.001478078,7,3,0.615384615,13,0,0,0,1,0.025177194,0.000912464,2,1,0,1,0,1,2,3,0,0,1,0.2
165,153575,proceso,1304,0.001478078,7,3,0.037037037,54,0,0,0,1,0.00305817,0.016249786,4,3,61.02,3,2,6,8,12,0,0,0,0.2
166,155325,proceso,1304,0.001478078,7,3,0.677419355,62,0,0,0,1,0.025177194,0.005819364,2,4,66.87733333,0,2,8,6,16,0,0,1,0.6
167,156447,proceso,1304,0.001478078,7,3,0.93220339,59,0,0,0,1,0.000501005,0.001529085,7,4,48.53900709,1,9,6,10,12,0,0,1,0.2
168,157347,proceso,1304,0.001478078,7,3,0.523809524,21,0,0,0,1,0.025177194,0.035779907,2,3,41.16,1,1,4,2,4,0,0,1,0.2
169,157409,proceso,1304,0.001478078,7,3,0.048387097,62,0,0,0,1,0.001739915,0.001529085,4,4,58.97806569,0,5,14,5,12,0,0,1,0.4
170,157426,proceso,1304,0.001478078,7,3,0.210526316,19,0,0,0,1,0.007842653,0.000154155,3,10,22.135,2,1,0,3,7,0,0,1,0.2
171,157945,proceso,1304,0.001478078,7,3,0.940298507,67,0,0,0,1,0.00305817,0.000200629,4,8,89.78,0,5,10,6,12,0,0,1,0.2
172,158590,proceso,1304,0.001478078,7,3,0.954545455,22,0,0,0,1,0.007842653,0,3,0,45.17333333,1,0,3,4,7,0,0,2,0.2
173,159928,proceso,1304,0.001478078,7,3,0.5,86,0,0,0,1,0.000501005,0.001798857,7,5,31.90997567,0,5,7,14,20,0,0,2,0.4
174,160149,proceso,1304,0.001478078,7,3,0.8,5,0,0,0,1,0.062481652,0,2,0,0,1,0,0,1,2,0,0,1,0.2
175,161308,proceso,1304,0.001478078,7,3,0.797619048,84,0,0,0,1,0.025177194,0.020588805,2,2,86.90181818,0,11,9,7,15,0,0,1,0.2
176,135101,van,977,0.001107425,3,1,0.147058824,34,1,7,1,0,0.025177194,0.003066104,2,5,107.8933333,1,3,3,4,6,0,0,1,0.8
177,135309,van,977,0.001107425,3,1,0.111111111,45,1,7,1,0,0.025177194,0.024604779,2,1,36.94126074,4,3,3,5,9,0,0,2,0.8
178,139759,van,977,0.001107425,3,1,0.102040816,49,1,7,1,0,0.025177194,0.024604779,2,1,56.02333333,2,3,6,7,8,0,1,1,0.8
179,141201,van,977,0.001107425,3,1,0.096153846,52,1,7,1,0,0.007842653,0.014280905,3,2,63.09333333,1,4,6,8,7,0,0,1,0.8
